init,,10000,3,10,0.00041413307189941406,O
555.8139113114034
fit,sklearn,10000,3,10,0.10434722900390625,39
555.8141
fit,intel,10000,3,10,0.06590890884399414,46
init,,10000,3,1000,0.0005211830139160156,O
19.61848681836946
fit,sklearn,10000,3,1000,11.801653861999512,19
19.612616
fit,intel,10000,3,1000,0.4638485908508301,21
init,,10000,3,5000,0.0009965896606445312,O
3.207179839490856
fit,sklearn,10000,3,5000,23.49699854850769,6
3.208143
fit,intel,10000,3,5000,0.8419127464294434,7
init,,10000,50,10,0.0006983280181884766,O
39046.00380610133
fit,sklearn,10000,50,10,0.5936112403869629,99
39040.3
fit,intel,10000,50,10,0.2674388885498047,127
init,,10000,50,1000,0.0010514259338378906,O
27699.458193408573
fit,sklearn,10000,50,1000,10.990483283996582,15
27701.768
fit,intel,10000,50,1000,0.7961952686309814,17
init,,10000,50,5000,0.0025665760040283203,O
12503.604459632965
fit,sklearn,10000,50,5000,18.719469785690308,4
12503.606
fit,intel,10000,50,5000,1.9157075881958008,14
init,,100000,3,10,0.00431370735168457,O
5606.798697512951
fit,sklearn,100000,3,10,1.1810956001281738,37
5606.7534
fit,intel,100000,3,10,0.29343724250793457,51
init,,100000,3,1000,0.00433349609375,O
233.613986694003
fit,sklearn,100000,3,1000,211.02341866493225,80
233.2237
fit,intel,100000,3,1000,6.491351127624512,130
init,,100000,3,5000,0.005067586898803711,O
72.24672284535168
fit,sklearn,100000,3,5000,817.7044639587402,41
72.24414
fit,intel,100000,3,5000,14.24079155921936,46
init,,100000,50,10,0.004343986511230469,O
393059.37530554796
fit,sklearn,100000,50,10,7.714305639266968,300
393068.0
fit,intel,100000,50,10,0.8437418937683105,211
init,,100000,50,1000,0.004223346710205078,O
318322.8369264897
fit,sklearn,100000,50,1000,196.8476917743683,94
318324.47
fit,intel,100000,50,1000,7.029173374176025,98
init,,100000,50,5000,0.00465083122253418,O
276068.68225714634
fit,sklearn,100000,50,5000,343.9084002971649,21
276052.47
fit,intel,100000,50,5000,11.075067043304443,27
init,,500000,3,10,0.02738642692565918,O
27928.334099021682
fit,sklearn,500000,3,10,7.07257342338562,27
27927.941
fit,intel,500000,3,10,0.5428991317749023,60
init,,500000,3,1000,0.030319690704345703,O
