init,,10000,3,10,0.0004799365997314453,O
566.55896
fit,sklearn,10000,3,10,0.03936028480529785,10
567.9391
fit,intel,10000,3,10,0.06451940536499023,10
init,,10000,3,1000,0.0004220008850097656,O
19.660156
fit,sklearn,10000,3,1000,2.9018263816833496,10
19.550507
fit,intel,10000,3,1000,0.31172728538513184,10
init,,10000,3,5000,0.0005288124084472656,O
3.2805552
fit,sklearn,10000,3,5000,4.361335039138794,6
3.2777102
fit,intel,10000,3,5000,0.8394217491149902,7
init,,10000,50,10,0.0004832744598388672,O
39148.664
fit,sklearn,10000,50,10,0.16622090339660645,10
39151.492
fit,intel,10000,50,10,0.15653276443481445,10
init,,10000,50,1000,0.0011153221130371094,O
27703.11
fit,sklearn,10000,50,1000,1.8701515197753906,10
27660.793
fit,intel,10000,50,1000,0.6207983493804932,10
init,,10000,50,5000,0.0025005340576171875,O
12491.17
fit,sklearn,10000,50,5000,3.2321078777313232,4
12453.961
fit,intel,10000,50,5000,1.1485393047332764,7
init,,100000,3,10,0.003885030746459961,O
5626.273
fit,sklearn,100000,3,10,0.9565742015838623,10
6152.664
fit,intel,100000,3,10,0.23349642753601074,10
init,,100000,3,1000,0.0028858184814453125,O
241.39302
fit,sklearn,100000,3,1000,14.97724437713623,10
241.47165
fit,intel,100000,3,1000,0.8608202934265137,10
init,,100000,3,5000,0.0032842159271240234,O
73.04949
fit,sklearn,100000,3,5000,74.90284395217896,10
73.30247
fit,intel,100000,3,5000,3.5381147861480713,10
init,,100000,50,10,0.004250764846801758,O
394356.62
fit,sklearn,100000,50,10,2.7240688800811768,10
394417.62
fit,intel,100000,50,10,0.3384225368499756,10
init,,100000,50,1000,0.004760026931762695,O
319718.5
fit,sklearn,100000,50,1000,11.393882036209106,10
319978.06
fit,intel,100000,50,1000,1.140756607055664,10
init,,100000,50,5000,0.0043909549713134766,O
276446.66
fit,sklearn,100000,50,5000,53.607523918151855,10
276618.16
fit,intel,100000,50,5000,4.091006755828857,10
init,,500000,3,10,0.016933441162109375,O
28212.432
fit,sklearn,500000,3,10,4.258343696594238,10
28275.922
fit,intel,500000,3,10,0.322826623916626,10
init,,500000,3,1000,0.013308286666870117,O
1238.2444
fit,sklearn,500000,3,1000,74.17932200431824,10
1249.1652
fit,intel,500000,3,1000,2.4844415187835693,10
init,,500000,3,5000,0.013516664505004883,O
409.01614
fit,sklearn,500000,3,5000,354.2218873500824,10
408.67834
fit,intel,500000,3,5000,13.802764892578125,10
init,,500000,50,10,0.013525962829589844,O
1972396.8
fit,sklearn,500000,50,10,6.142257213592529,10
1972462.5
fit,intel,500000,50,10,0.458726167678833,10
init,,500000,50,1000,0.016200542449951172,O
1644797.8
fit,sklearn,500000,50,1000,56.43962264060974,10
1645684.2
fit,intel,500000,50,1000,3.048044443130493,10
init,,500000,50,5000,0.015463829040527344,O
1495395.4
fit,sklearn,500000,50,5000,272.2625560760498,10
1496644.9
fit,intel,500000,50,5000,20.339715242385864,10
