init,,10000,3,10,0.0004105567932128906,O
571.4374
fit,sklearn,10000,3,10,0.04325079917907715,10
572.654
fit,intel,10000,3,10,0.07160496711730957,10
init,,10000,3,1000,0.0005040168762207031,O
19.972298
fit,sklearn,10000,3,1000,2.7657217979431152,10
20.000134
fit,intel,10000,3,1000,0.27060365676879883,10
init,,10000,3,5000,0.0005774497985839844,O
3.2746239
fit,sklearn,10000,3,5000,5.3229193687438965,7
3.274595
fit,intel,10000,3,5000,0.9422144889831543,9
init,,10000,50,10,0.0005857944488525391,O
39095.195
fit,sklearn,10000,50,10,0.18414998054504395,10
39104.395
fit,intel,10000,50,10,0.24831676483154297,10
init,,10000,50,1000,0.0009331703186035156,O
27676.715
fit,sklearn,10000,50,1000,2.4789257049560547,10
27676.922
fit,intel,10000,50,1000,0.39577603340148926,10
init,,10000,50,5000,0.0021479129791259766,O
12555.922
fit,sklearn,10000,50,5000,4.289206504821777,6
12555.921
fit,intel,10000,50,5000,1.1251320838928223,7
init,,100000,3,10,0.003953456878662109,O
5654.7866
fit,sklearn,100000,3,10,0.8985044956207275,10
5670.53
fit,intel,100000,3,10,0.26489853858947754,10
init,,100000,3,1000,0.004433631896972656,O
241.30766
fit,sklearn,100000,3,1000,15.149822473526001,10
242.30907
fit,intel,100000,3,1000,0.8853657245635986,10
init,,100000,3,5000,0.003213644027709961,O
72.850945
fit,sklearn,100000,3,5000,72.44394874572754,10
73.11129
fit,intel,100000,3,5000,3.3283867835998535,10
init,,100000,50,10,0.002881765365600586,O
394073.22
fit,sklearn,100000,50,10,1.8219547271728516,10
394106.34
fit,intel,100000,50,10,0.32816338539123535,10
init,,100000,50,1000,0.00476837158203125,O
319633.34
fit,sklearn,100000,50,1000,10.78102445602417,10
319836.72
fit,intel,100000,50,1000,1.1093554496765137,10
init,,100000,50,5000,0.004663705825805664,O
276182.9
fit,sklearn,100000,50,5000,55.67732048034668,10
276287.28
fit,intel,100000,50,5000,4.190190553665161,10
init,,500000,3,10,0.014098644256591797,O
28144.525
fit,sklearn,500000,3,10,5.41511869430542,10
28264.139
fit,intel,500000,3,10,0.32808709144592285,10
init,,500000,3,1000,0.013453245162963867,O
1243.4882
fit,sklearn,500000,3,1000,75.77914714813232,10
1247.915
fit,intel,500000,3,1000,2.5092363357543945,10
init,,500000,3,5000,0.013846874237060547,O
407.95856
fit,sklearn,500000,3,5000,361.7560946941376,10
409.5726
fit,intel,500000,3,5000,14.325841665267944,10
init,,500000,50,10,0.013268470764160156,O
1972135.0
fit,sklearn,500000,50,10,6.027819395065308,10
1972189.4
fit,intel,500000,50,10,0.502002477645874,10
init,,500000,50,1000,0.014850378036499023,O
1644606.0
fit,sklearn,500000,50,1000,56.89496040344238,10
1645370.8
fit,intel,500000,50,1000,3.463724374771118,10
init,,500000,50,5000,0.02028203010559082,O
1495852.9
fit,sklearn,500000,50,5000,277.5562644004822,10
1496867.6
fit,intel,500000,50,5000,21.25393843650818,10
